time (s),Current (A), Voltage (V), Power (W), Battery Temp (C), Ambient Temp (C)
3013.214836,-2.6295,2.6087,-6.8592,24.799532,19.846353
3014.214212,-2.556,2.6057,-6.6599,24.812539,19.860157
3015.214941,-2.5914,2.6035,-6.7467,24.831311,19.869387
3016.215429,-2.6017,2.6009,-6.7662,24.811962,19.869943
3017.216497,-2.5987,2.5977,-6.7502,24.820494,19.868147
3018.214179,-2.6174,2.5936,-6.7883,24.819258,19.856911
3019.216331,-2.5668,2.5916,-6.6516,24.834529,19.882614
3020.213633,-2.6448,2.5878,-6.8436,24.834424,19.869922
3021.215628,-2.5946,2.5853,-6.7076,24.830371,19.876957
3022.218143,-2.5995,2.5805,-6.7075,24.828556,19.868101
3023.213917,-2.588,2.5776,-6.6702,24.832322,19.872994
3024.217963,-2.6097,2.5752,-6.7203,24.846724,19.874502
3025.218367,-2.6269,2.5707,-6.7525,24.841013,19.879502
3026.214743,-2.5791,2.5672,-6.6207,24.858547,19.870459
3027.217485,-2.6152,2.5618,-6.6993,24.85165,19.872787
3028.214569,-2.5721,2.5586,-6.5805,24.866158,19.867738
3029.215393,-2.5756,2.5561,-6.5832,24.865817,19.877391
3030.213627,-2.6263,2.5506,-6.6981,24.873399,19.875752
3031.214464,-2.5869,2.5473,-6.5894,24.860212,19.867319
3032.214918,-2.6186,2.5424,-6.6575,24.880696,19.88197
3033.213768,-2.6233,2.5389,-6.66,24.87946,19.894427
3034.216955,-2.5899,2.5341,-6.5623,24.887885,19.880307
3035.218683,-2.6287,2.5289,-6.6477,24.881676,19.878512
3036.216481,-2.5807,2.5243,-6.514,24.900182,19.894139
3037.213994,-2.6,2.521,-6.5544,24.894234,19.877059
3038.216445,-2.6226,2.516,-6.5983,24.903845,19.867833
3039.219293,-2.6041,2.5103,-6.5363,24.914851,19.898878
3040.217639,-2.6114,2.5048,-6.5406,24.925515,19.884787
3041.217451,-2.6296,2.5,-6.5739,24.921542,19.877095
